model,task,task_category,task_benchmark,replicate_number,accuracy,f1,mcc,sequence_length,epoch
DNABERT-2,prom_300_notata,Regulatory (human),GUE,6,0.9713585830035801,0.9713582158826934,0.9428160437674677,300,4.0
DNABERT-2,prom_300_tata,Regulatory (human),GUE,6,0.7960848287112561,0.7952982034328457,0.6035933267062971,300,10.0
DNABERT-2,tf_0,Transcription Factor (human),GUE,6,0.829,0.8283613325183006,0.6629521863383535,100,3.0
DNABERT-2,tf_1,Transcription Factor (human),GUE,6,0.854,0.8532391919711786,0.715456713300868,100,3.0
DNABERT-2,tf_2,Transcription Factor (human),GUE,6,0.826,0.8256925216081168,0.6543125009764668,100,3.0
DNABERT-2,tf_3,Transcription Factor (human),GUE,6,0.812,0.811565847713131,0.6268954205884403,100,3.0
DNABERT-2,tf_4,Transcription Factor (human),GUE,6,0.875,0.8744020280555727,0.7572451482619078,100,3.0
DNABERT-2,prom_core_all,Regulatory (human),GUE,6,0.8050675675675676,0.8049820068063097,0.6105004275677227,70,4.0
DNABERT-2,prom_core_tata,Regulatory (human),GUE,6,0.8874388254486134,0.8871685842254228,0.7801666936032251,70,10.0
DNABERT-2,prom_core_notata,Regulatory (human),GUE,6,0.8439796495195026,0.8439736165970011,0.6879762429447939,70,4.0
DNABERT-2,mouse_0,Transcription Factor (mouse),GUE,6,0.8061728395061728,0.8056749574813689,0.6155077982461861,100,1.23
DNABERT-2,mouse_1,Transcription Factor (mouse),GUE,6,0.898295033358043,0.8982872509229407,0.7967166957244626,100,0.15
DNABERT-2,mouse_2,Transcription Factor (mouse),GUE,6,0.926829268292683,0.92681838464971,0.8539125638299665,100,3.05
DNABERT-2,mouse_3,Transcription Factor (mouse),GUE,6,0.8744769874476988,0.8742987377279102,0.7505640371625595,100,4.2
DNABERT-2,mouse_4,Transcription Factor (mouse),GUE,6,0.7132235793945831,0.7115600639956428,0.4313360073446399,100,0.53
DNABERT-2,covid,Covid Variants (virus),GUE,6,0.1181282722513089,0.02347738432022892,,1000,8.0
DNABERT-2,reconstructed,Splice Sites (human),GUE,6,0.9092503288031565,0.903378663883962,0.8454744224389554,400,5.0
DNABERT-2,H3,EMP (yeast),GUE,7,0.8777555110220441,0.8777240828000659,0.7555429989259597,500,3.0
DNABERT-2,H3K14ac,EMP (yeast),GUE,7,0.7709531013615734,0.7677186499766733,0.5367930291121087,500,3.0
DNABERT-2,H3K36me3,EMP (yeast),GUE,7,0.7829701834862385,0.7781717595811131,0.5581639017024205,500,3.0
DNABERT-2,H3K4me1,EMP (yeast),GUE,7,0.7326388888888888,0.7270580911533551,0.45763260847615095,500,3.0
DNABERT-2,H3K4me2,EMP (yeast),GUE,7,0.6800260671228413,0.6687184905540913,0.33775369272184974,500,3.0
DNABERT-2,H3K4me3,EMP (yeast),GUE,7,0.7016304347826087,0.7016232961622724,0.4074037786555965,500,3.0
DNABERT-2,H3K79me3,EMP (yeast),GUE,7,0.8183079056865464,0.8178150673734736,0.635694159475671,500,3.0
DNABERT-2,H3K9ac,EMP (yeast),GUE,7,0.7768981648074847,0.7760301950678755,0.5548825218013167,500,3.0
DNABERT-2,H4,EMP (yeast),GUE,7,0.9082819986310746,0.9073180199969701,0.8149170504896129,500,3.0
DNABERT-2,H4ac,EMP (yeast),GUE,7,0.7313782991202346,0.7236570174817751,0.4634665701605282,500,3.0
DNABERT-2,prom_300_all,Regulatory (human),GUE,7,0.9160472972972973,0.9159996458683205,0.8325332675944391,300,4.0
DNABERT-2,prom_300_notata,Regulatory (human),GUE,7,0.9658941021292632,0.9658932834978006,0.9322592215894925,300,4.0
DNABERT-2,prom_300_tata,Regulatory (human),GUE,7,0.8450244698205547,0.8447865498556744,0.6897940625292814,300,10.0
DNABERT-2,tf_0,Transcription Factor (human),GUE,7,0.815,0.8143537654575578,0.6344324016567203,100,3.0
DNABERT-2,tf_1,Transcription Factor (human),GUE,7,0.854,0.8531518048246672,0.7163233234884823,100,3.0
DNABERT-2,tf_2,Transcription Factor (human),GUE,7,0.827,0.8269790644668005,0.6541583254744658,100,3.0
DNABERT-2,tf_3,Transcription Factor (human),GUE,7,0.78,0.7783607561525039,0.5684719663983135,100,3.0
DNABERT-2,tf_4,Transcription Factor (human),GUE,7,0.88,0.879861119454089,0.7617632372685884,100,3.0
DNABERT-2,prom_core_all,Regulatory (human),GUE,7,0.8106418918918918,0.8103531390914633,0.6228525417051838,70,4.0
DNABERT-2,prom_core_tata,Regulatory (human),GUE,7,0.8548123980424144,0.8548062157853696,0.709981060336173,70,10.0
DNABERT-2,prom_core_notata,Regulatory (human),GUE,7,0.8394573205200678,0.8394518424127183,0.6790088519977431,70,4.0
DNABERT-2,mouse_0,Transcription Factor (mouse),GUE,7,0.8111111111111111,0.8109310042335711,0.6234110769540697,100,1.23
DNABERT-2,mouse_1,Transcription Factor (mouse),GUE,7,0.9070422535211268,0.9070156918461135,0.8145409436077202,100,0.15
DNABERT-2,mouse_2,Transcription Factor (mouse),GUE,7,0.9085365853658537,0.9085229808121374,0.8173163110943965,100,3.05
DNABERT-2,mouse_3,Transcription Factor (mouse),GUE,7,0.8828451882845189,0.8825964912280702,0.7683009976351788,100,4.2
DNABERT-2,mouse_4,Transcription Factor (mouse),GUE,7,0.7392458842272969,0.7392432367183139,0.47849689822026376,100,0.53
DNABERT-2,covid,Covid Variants (virus),GUE,7,0.1181282722513089,0.02347738432022892,,1000,8.0
DNABERT-2,reconstructed,Splice Sites (human),GUE,7,0.904427882507672,0.8976096111875002,0.8361654886528066,400,5.0
DNABERT-2,H3,EMP (yeast),GUE,8,0.8764195056780227,0.8762463285450068,0.7562335038829985,500,3.0
DNABERT-2,H3K14ac,EMP (yeast),GUE,8,0.7552193645990923,0.7519400665669322,0.5054936627099281,500,3.0
DNABERT-2,H3K36me3,EMP (yeast),GUE,8,0.7551605504587156,0.7474359091758518,0.5008226804457039,500,3.0
DNABERT-2,H3K4me1,EMP (yeast),GUE,8,0.7389520202020202,0.7344387169427676,0.47080217387627216,500,3.0
DNABERT-2,H3K4me2,EMP (yeast),GUE,8,0.6523297491039427,0.6227028165510468,0.26272697997487043,500,3.0
DNABERT-2,H3K4me3,EMP (yeast),GUE,8,0.6828804347826087,0.6828798493617256,0.37035058458483666,500,3.0
DNABERT-2,H3K79me3,EMP (yeast),GUE,8,0.8040915395284327,0.8012806886796238,0.6086348551479009,500,3.0
DNABERT-2,H3K9ac,EMP (yeast),GUE,8,0.7747391147894926,0.774703378152967,0.5626712103777285,500,3.0
DNABERT-2,H4,EMP (yeast),GUE,8,0.9055441478439425,0.9042936782504016,0.8085873565008032,500,3.0
DNABERT-2,H4ac,EMP (yeast),GUE,8,0.7425219941348974,0.7402054906730198,0.4817565129029264,500,3.0
DNABERT-2,prom_300_all,Regulatory (human),GUE,8,0.9175675675675675,0.9174962939930187,0.8359347829179615,300,4.0
DNABERT-2,prom_300_notata,Regulatory (human),GUE,8,0.9647635198794046,0.9647629143333641,0.9296097596005813,300,4.0
DNABERT-2,prom_300_tata,Regulatory (human),GUE,8,0.797716150081566,0.7977026911940045,0.596017069822278,300,10.0
DNABERT-2,tf_0,Transcription Factor (human),GUE,8,0.835,0.8331605955661163,0.6852808123822145,100,3.0
DNABERT-2,tf_1,Transcription Factor (human),GUE,8,0.838,0.8365558071116385,0.6882725687484158,100,3.0
DNABERT-2,tf_2,Transcription Factor (human),GUE,8,0.834,0.8337339743589743,0.6701479155107819,100,3.0
DNABERT-2,tf_3,Transcription Factor (human),GUE,8,0.799,0.7988533641024307,0.5988737954557106,100,3.0
DNABERT-2,tf_4,Transcription Factor (human),GUE,8,0.886,0.8857985486398007,0.774738114653117,100,3.0
DNABERT-2,prom_core_all,Regulatory (human),GUE,8,0.8038851351351352,0.8038774740989671,0.607883830352365,70,4.0
DNABERT-2,prom_core_tata,Regulatory (human),GUE,8,0.8760195758564437,0.8758447926660271,0.7553615731505133,70,10.0
DNABERT-2,prom_core_notata,Regulatory (human),GUE,8,0.8396457508950442,0.839595426996578,0.6796019194214068,70,4.0
DNABERT-2,mouse_0,Transcription Factor (mouse),GUE,8,0.7975308641975308,0.7974518330578613,0.5955266403044653,100,1.23
DNABERT-2,mouse_1,Transcription Factor (mouse),GUE,8,0.9080800593031876,0.9080778589920204,0.8161965987144044,100,0.15
DNABERT-2,mouse_2,Transcription Factor (mouse),GUE,8,0.899390243902439,0.8991793887797017,0.8021427193130292,100,3.05
DNABERT-2,mouse_3,Transcription Factor (mouse),GUE,8,0.8702928870292888,0.8699650736262001,0.7436410544636249,100,4.2
DNABERT-2,mouse_4,Transcription Factor (mouse),GUE,8,0.724907063197026,0.724469953085594,0.45118691735533345,100,0.53
DNABERT-2,covid,Covid Variants (virus),GUE,8,0.12140052356020943,0.02405732256914049,,1000,8.0
DNABERT-2,reconstructed,Splice Sites (human),GUE,8,0.9094695309074967,0.9039947596813946,0.8473901894006419,400,5.0
DNABERT-2,H3,EMP (yeast),GUE,9,0.8790915163660654,0.8787276466520609,0.764601755640493,500,3.0
DNABERT-2,H3K14ac,EMP (yeast),GUE,9,0.7334341906202723,0.7233830113170802,0.4496482479303083,500,3.0
DNABERT-2,H3K36me3,EMP (yeast),GUE,9,0.7915711009174312,0.7844262975882093,0.5767020623322534,500,3.0
DNABERT-2,H3K4me1,EMP (yeast),GUE,9,0.7452651515151515,0.7434973520262504,0.487199903609304,500,3.0
DNABERT-2,H3K4me2,EMP (yeast),GUE,9,0.6884978820462692,0.6653595683701373,0.3437366891651358,500,3.0
DNABERT-2,H3K4me3,EMP (yeast),GUE,9,0.6796195652173913,0.6794864360233512,0.3610293318475315,500,3.0
DNABERT-2,H3K79me3,EMP (yeast),GUE,9,0.8058252427184466,0.8034354015879593,0.61132465502777,500,3.0
DNABERT-2,H3K9ac,EMP (yeast),GUE,9,0.7732997481108312,0.7729504497494475,0.5525776596184627,500,3.0
DNABERT-2,H4,EMP (yeast),GUE,9,0.9123887748117727,0.9112289189568943,0.8224578379137885,500,3.0
DNABERT-2,H4ac,EMP (yeast),GUE,9,0.7255131964809384,0.7247966515098003,0.44985825537861984,500,3.0
DNABERT-2,prom_300_all,Regulatory (human),GUE,9,0.9297297297297298,0.9297229840473867,0.8594631617970632,300,4.0
DNABERT-2,prom_300_notata,Regulatory (human),GUE,9,0.9551535707556058,0.9551468422043958,0.9113040500870644,300,4.0
DNABERT-2,prom_300_tata,Regulatory (human),GUE,9,0.8270799347471451,0.8268361581920904,0.6538311595084959,300,10.0
DNABERT-2,tf_0,Transcription Factor (human),GUE,9,0.828,0.8267777437599704,0.6654581599902254,100,3.0
DNABERT-2,tf_1,Transcription Factor (human),GUE,9,0.871,0.8709895501535624,0.7421202332174609,100,3.0
DNABERT-2,tf_2,Transcription Factor (human),GUE,9,0.851,0.8508375621051325,0.7035339693008452,100,3.0
DNABERT-2,tf_3,Transcription Factor (human),GUE,9,0.766,0.7629188939457185,0.5463913290839744,100,3.0
DNABERT-2,tf_4,Transcription Factor (human),GUE,9,0.877,0.876849140196741,0.7558541166679261,100,3.0
DNABERT-2,prom_core_all,Regulatory (human),GUE,9,0.810304054054054,0.8102995018569972,0.6206068189006837,70,4.0
DNABERT-2,prom_core_tata,Regulatory (human),GUE,9,0.8825448613376835,0.8822437087788948,0.7706235388761465,70,10.0
DNABERT-2,prom_core_notata,Regulatory (human),GUE,9,0.8338044092707745,0.8336588295498158,0.668582513295412,70,4.0
DNABERT-2,mouse_0,Transcription Factor (mouse),GUE,9,0.7925925925925926,0.7923786739576213,0.5863947939356099,100,1.23
DNABERT-2,mouse_1,Transcription Factor (mouse),GUE,9,0.9114899925871015,0.91147279891925,0.8232923497400536,100,0.15
DNABERT-2,mouse_2,Transcription Factor (mouse),GUE,9,0.9207317073170732,0.9206845238095238,0.842466351121995,100,3.05
DNABERT-2,mouse_3,Transcription Factor (mouse),GUE,9,0.8828451882845189,0.8828267264322734,0.7661483092433198,100,4.2
DNABERT-2,mouse_4,Transcription Factor (mouse),GUE,9,0.7419012214551248,0.7413490780414458,0.4858084079200316,100,0.53
DNABERT-2,covid,Covid Variants (virus),GUE,9,0.1181282722513089,0.02347738432022892,,1000,8.0
DNABERT-2,reconstructed,Splice Sites (human),GUE,9,0.9105655414291978,0.9042678151977279,0.8466070815886415,400,5.0
DNABERT-2,H3,EMP (yeast),GUE,10,0.8610554442217769,0.8609610768175583,0.7224423772864326,500,3.0
DNABERT-2,H3K14ac,EMP (yeast),GUE,10,0.7779122541603631,0.7756894636083347,0.5549940577547127,500,3.0
DNABERT-2,H3K36me3,EMP (yeast),GUE,10,0.7924311926605505,0.7870194571851516,0.5775100159009509,500,3.0
DNABERT-2,H3K4me1,EMP (yeast),GUE,10,0.7563131313131313,0.7513404476834982,0.5060810857608277,500,3.0
DNABERT-2,H3K4me2,EMP (yeast),GUE,10,0.660475724991854,0.6457853536987037,0.29315037297611735,500,3.0
DNABERT-2,H3K4me3,EMP (yeast),GUE,10,0.69375,0.6931180121870485,0.38650317756117386,500,3.0
DNABERT-2,H3K79me3,EMP (yeast),GUE,10,0.7940360610263523,0.7908126856387585,0.5887103114354189,500,3.0
DNABERT-2,H3K9ac,EMP (yeast),GUE,10,0.783375314861461,0.7820463714825596,0.5652143420812779,500,3.0
DNABERT-2,H4,EMP (yeast),GUE,10,0.9007529089664613,0.8993907260613377,0.7987892343623315,500,3.0
DNABERT-2,H4ac,EMP (yeast),GUE,10,0.7164222873900293,0.7155669163058711,0.4312685231418164,500,3.0
DNABERT-2,prom_300_all,Regulatory (human),GUE,10,0.9173986486486486,0.91729948042209,0.8360285127398113,300,4.0
DNABERT-2,prom_300_notata,Regulatory (human),GUE,10,0.9657056717542868,0.9657036247546744,0.9314248073263798,300,4.0
DNABERT-2,prom_300_tata,Regulatory (human),GUE,10,0.8140293637846656,0.8133493589743591,0.6284434232744123,300,10.0
DNABERT-2,tf_0,Transcription Factor (human),GUE,10,0.832,0.8319670655448468,0.6642604411494049,100,3.0
DNABERT-2,tf_1,Transcription Factor (human),GUE,10,0.852,0.8510466988727858,0.7131879906563349,100,3.0
DNABERT-2,tf_2,Transcription Factor (human),GUE,10,0.786,0.785999143996576,0.5720045760549127,100,3.0
DNABERT-2,tf_3,Transcription Factor (human),GUE,10,0.797,0.7964281667203174,0.5973654796021032,100,3.0
DNABERT-2,tf_4,Transcription Factor (human),GUE,10,0.873,0.8729897121666854,0.7461208813749673,100,3.0
DNABERT-2,prom_core_all,Regulatory (human),GUE,10,0.8109797297297298,0.8109757978381982,0.6219571957960686,70,4.0
DNABERT-2,prom_core_tata,Regulatory (human),GUE,10,0.8792822185970636,0.8792279020234292,0.759974583436613,70,10.0
DNABERT-2,prom_core_notata,Regulatory (human),GUE,10,0.8420953457697381,0.8420876700110216,0.6842157682320713,70,4.0
DNABERT-2,mouse_0,Transcription Factor (mouse),GUE,10,0.7876543209876543,0.7849999999999999,0.5900625403354587,100,1.23
DNABERT-2,mouse_1,Transcription Factor (mouse),GUE,10,0.9129725722757598,0.9129642388860011,0.8260980934998772,100,0.15
DNABERT-2,mouse_2,Transcription Factor (mouse),GUE,10,0.9146341463414634,0.9146341463414634,0.8292682926829268,100,3.05
DNABERT-2,mouse_3,Transcription Factor (mouse),GUE,10,0.8326359832635983,0.828526330893959,0.6973238220906601,100,4.2
DNABERT-2,mouse_4,Transcription Factor (mouse),GUE,10,0.7408390865639937,0.7408302421502,0.48170227549308425,100,0.53
DNABERT-2,covid,Covid Variants (virus),GUE,10,0.13208987783595114,0.04586630482605797,0.05218363705828251,1000,8.0
DNABERT-2,reconstructed,Splice Sites (human),GUE,10,0.9105655414291978,0.9036775057918401,0.8463895682885741,400,5.0
NT 500M 1000G,enhancers,Regulatory (human),Nucleotide Transformer,1,0.8874430709173715,0.8874383061370232,0.7761405677482075,200,4.0
NT 500M 1000G,enhancers_types,Regulatory (human),Nucleotide Transformer,1,0.8197787898503578,0.7908037930803121,0.7125858753969767,200,4.0
NT 500M 1000G,splice_sites_all,Splice Sites (human),Nucleotide Transformer,1,0.98,0.9799781423241752,0.9700472325388545,600,5.0
NT 500M 1000G,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,1,0.9697926059513075,0.9697887677709992,0.9396094792165764,400,5.0
NT 500M 1000G,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,1,0.9740555302685481,0.9740537886267128,0.9481564207348495,400,5.0
NT 500M 1000G,enhancers,Regulatory (human),Nucleotide Transformer,2,0.8991541964866623,0.8990858487213276,0.7982334334926239,200,4.0
NT 500M 1000G,enhancers_types,Regulatory (human),Nucleotide Transformer,2,0.8178269355888094,0.7893175165221824,0.7086485624644531,200,4.0
NT 500M 1000G,splice_sites_all,Splice Sites (human),Nucleotide Transformer,2,0.976,0.9760157431001831,0.9640024830797457,600,5.0
NT 500M 1000G,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,2,0.9670874661857529,0.9670869242717112,0.934193114336324,400,5.0
NT 500M 1000G,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,2,0.9736003641329085,0.9736003586635309,0.9472152403333179,400,5.0
NT 500M 1000G,enhancers,Regulatory (human),Nucleotide Transformer,3,0.9024072869225764,0.9023566542320163,0.8047255436216258,200,4.0
NT 500M 1000G,enhancers_types,Regulatory (human),Nucleotide Transformer,3,0.8197787898503578,0.7909042726644634,0.7114832035092318,200,4.0
NT 500M 1000G,splice_sites_all,Splice Sites (human),Nucleotide Transformer,3,0.9756666666666667,0.9756552386075046,0.9635536430113639,600,5.0
NT 500M 1000G,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,3,0.9630297565374211,0.9630297565374211,0.9261597457182654,400,5.0
NT 500M 1000G,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,3,0.9708693673190715,0.9708693612838961,0.941764468972246,400,5.0
NT 500M 1000G,enhancers,Regulatory (human),Nucleotide Transformer,4,0.8952504879635654,0.8952504879635653,0.791229639266065,200,4.0
NT 500M 1000G,enhancers_types,Regulatory (human),Nucleotide Transformer,4,0.819128171763175,0.7923961159276636,0.7116148407487346,200,4.0
NT 500M 1000G,splice_sites_all,Splice Sites (human),Nucleotide Transformer,4,0.98,0.9799970648601538,0.9699975214565626,600,5.0
NT 500M 1000G,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,4,0.9702434625788999,0.9702419140408696,0.940483828081739,400,5.0
NT 500M 1000G,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,4,0.9681383705052344,0.968133557669993,0.9364276357260524,400,5.0
NT 500M 1000G,enhancers,Regulatory (human),Nucleotide Transformer,5,0.9063109954456734,0.9062566709021601,0.8125409933920269,200,4.0
NT 500M 1000G,enhancers_types,Regulatory (human),Nucleotide Transformer,5,0.8171763175016266,0.7887135701900542,0.7070789673892642,200,4.0
NT 500M 1000G,splice_sites_all,Splice Sites (human),Nucleotide Transformer,5,0.9753333333333334,0.9753140146435132,0.9631148568191721,600,5.0
NT 500M 1000G,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,5,0.9598737601442742,0.9598557342777512,0.9200868762857338,400,5.0
NT 500M 1000G,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,5,0.9695038689121529,0.9695034645501264,0.939097321797822,400,5.0
NT 500M 1000G,enhancers,Regulatory (human),Nucleotide Transformer,6,0.8945998698763825,0.8945962558333277,0.7895591785821615,200,4.0
NT 500M 1000G,enhancers_types,Regulatory (human),Nucleotide Transformer,6,0.8171763175016266,0.789638315815543,0.7070341176510601,200,4.0
NT 500M 1000G,splice_sites_all,Splice Sites (human),Nucleotide Transformer,6,0.9753333333333334,0.9753579147144352,0.9630741976478566,600,5.0
NT 500M 1000G,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,6,0.9688908926961226,0.9688907346052922,0.9379551947150137,400,5.0
NT 500M 1000G,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,6,0.9740555302685481,0.9740549927497183,0.9481136180731299,400,5.0
NT 500M 1000G,enhancers,Regulatory (human),Nucleotide Transformer,7,0.8939492517891997,0.8939490722221164,0.788534862337432,200,4.0
NT 500M 1000G,enhancers_types,Regulatory (human),Nucleotide Transformer,7,0.815224463240078,0.7859714257075027,0.7050161736403103,200,4.0
NT 500M 1000G,splice_sites_all,Splice Sites (human),Nucleotide Transformer,7,0.9756666666666667,0.9756800967232827,0.9635407240257143,600,5.0
NT 500M 1000G,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,7,0.9684400360685302,0.9684399334242366,0.9369365635227713,400,5.0
NT 500M 1000G,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,7,0.9717796995903505,0.9717754367934224,0.9437119979051319,400,5.0
NT 500M 1000G,enhancers,Regulatory (human),Nucleotide Transformer,8,0.8932986337020169,0.8932982271965322,0.7874711405450577,200,4.0
NT 500M 1000G,enhancers_types,Regulatory (human),Nucleotide Transformer,8,0.8204294079375407,0.7911950392491077,0.711784633938629,200,4.0
NT 500M 1000G,splice_sites_all,Splice Sites (human),Nucleotide Transformer,8,0.9783333333333334,0.9783431094637166,0.9675467449108629,600,5.0
NT 500M 1000G,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,8,0.9531109107303878,0.9530889404988998,0.9065750979285321,400,5.0
NT 500M 1000G,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,8,0.9740555302685481,0.9740553367643352,0.9481110771368821,400,5.0
NT 500M 1000G,enhancers,Regulatory (human),Nucleotide Transformer,9,0.896551724137931,0.8965342051483318,0.7931602848733535,200,4.0
NT 500M 1000G,enhancers_types,Regulatory (human),Nucleotide Transformer,9,0.8217306441119063,0.7949689198822827,0.7153584649082868,200,4.0
NT 500M 1000G,splice_sites_all,Splice Sites (human),Nucleotide Transformer,9,0.9786666666666667,0.9786548854557976,0.9680278291717999,600,5.0
NT 500M 1000G,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,9,0.9670874661857529,0.967085960824906,0.9341723148476581,400,5.0
NT 500M 1000G,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,9,0.9722348657259899,0.9722256590336295,0.9448904012670943,400,5.0
NT 500M 1000G,enhancers,Regulatory (human),Nucleotide Transformer,10,0.8926480156148341,0.89264637965943,0.7863279714677753,200,4.0
NT 500M 1000G,enhancers_types,Regulatory (human),Nucleotide Transformer,10,0.8171763175016266,0.7883409229855404,0.7071166417348571,200,4.0
NT 500M 1000G,splice_sites_all,Splice Sites (human),Nucleotide Transformer,10,0.9803333333333333,0.9803163652893999,0.9705078613810114,600,5.0
NT 500M 1000G,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,10,0.9621280432822362,0.9621201585849344,0.9243404960256745,400,5.0
NT 500M 1000G,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,10,0.9699590350477925,0.9699582819523449,0.9399229947164452,400,5.0
NT 500M 1000G,H3,EMP (yeast),GUE,1,0.8597194388777555,0.8596241640946501,0.7197677433927857,500,3.0
NT 500M 1000G,H3K14ac,EMP (yeast),GUE,1,0.7037821482602118,0.6909282092826946,0.386600578267324,500,3.0
NT 500M 1000G,H3K36me3,EMP (yeast),GUE,1,0.7322247706422018,0.7278947565362883,0.4560273427430262,500,3.0
NT 500M 1000G,H3K4me1,EMP (yeast),GUE,1,0.702020202020202,0.69226665876391,0.3947226251243147,500,3.0
NT 500M 1000G,H3K4me2,EMP (yeast),GUE,1,0.6692733789507983,0.6550113878187718,0.3115954377842019,500,3.0
NT 500M 1000G,H3K4me3,EMP (yeast),GUE,1,0.6214673913043478,0.6103721288806765,0.23617691897369797,500,3.0
NT 500M 1000G,H3K79me3,EMP (yeast),GUE,1,0.7954230235783634,0.79404388411186,0.588981547664411,500,3.0
NT 500M 1000G,H3K9ac,EMP (yeast),GUE,1,0.7466714645555955,0.7453920025320041,0.49250599061238215,500,3.0
NT 500M 1000G,H4,EMP (yeast),GUE,1,0.8856947296372347,0.8842718485284429,0.7685648956403668,500,3.0
NT 500M 1000G,H4ac,EMP (yeast),GUE,1,0.6782991202346041,0.6716570663682346,0.3517362483270276,500,3.0
NT 500M 1000G,prom_300_all,Regulatory (human),GUE,1,0.9491554054054054,0.9491553343171162,0.8984303283998214,300,4.0
NT 500M 1000G,prom_300_notata,Regulatory (human),GUE,1,0.9545882796306765,0.9545642681460133,0.9094152689887918,300,4.0
NT 500M 1000G,prom_300_tata,Regulatory (human),GUE,1,0.8955954323001631,0.8955929316585054,0.7921206703546666,300,10.0
NT 500M 1000G,tf_0,Transcription Factor (human),GUE,1,0.827,0.8262199011362004,0.659951887089668,100,3.0
NT 500M 1000G,tf_1,Transcription Factor (human),GUE,1,0.838,0.8374531925397036,0.6805945485307493,100,3.0
NT 500M 1000G,tf_2,Transcription Factor (human),GUE,1,0.764,0.7639660111055993,0.5281521297231959,100,3.0
NT 500M 1000G,tf_3,Transcription Factor (human),GUE,1,0.717,0.7129348707040399,0.44683987484652354,100,3.0
NT 500M 1000G,tf_4,Transcription Factor (human),GUE,1,0.837,0.8366692552418649,0.6767463956614249,100,3.0
NT 500M 1000G,prom_core_all,Regulatory (human),GUE,1,0.831081081081081,0.8310470652646921,0.6625686929575169,70,4.0
NT 500M 1000G,prom_core_tata,Regulatory (human),GUE,1,0.8384991843393148,0.8374175192689455,0.6840209029703936,70,10.0
NT 500M 1000G,prom_core_notata,Regulatory (human),GUE,1,0.8371961560203505,0.8371944854345765,0.6743911111426892,70,4.0
NT 500M 1000G,mouse_0,Transcription Factor (mouse),GUE,1,0.6765432098765433,0.6742474012856958,0.3581710801687414,100,4.93
NT 500M 1000G,mouse_1,Transcription Factor (mouse),GUE,1,0.8775389177168272,0.8771948935512888,0.7593164539629964,100,0.59
NT 500M 1000G,mouse_2,Transcription Factor (mouse),GUE,1,0.8109756097560976,0.8097803719085568,0.629917723732845,100,12.2
NT 500M 1000G,mouse_3,Transcription Factor (mouse),GUE,1,0.6234309623430963,0.6234243697478992,0.24684873949579833,100,16.67
NT 500M 1000G,mouse_4,Transcription Factor (mouse),GUE,1,0.6781731279872544,0.6780052146823785,0.35668592568075463,100,2.12
NT 500M 1000G,covid,Covid Variants (virus),GUE,1,0.5224694589877836,0.5323683891738438,0.46307662173177444,1000,3.0
NT 500M 1000G,reconstructed,Splice Sites (human),GUE,1,0.886891714160456,0.8784227384389265,0.8063761992211416,400,5.0
NT 500M 1000G,H3,EMP (yeast),GUE,2,0.8537074148296593,0.8536319124513976,0.7076001745844493,500,3.0
NT 500M 1000G,H3K14ac,EMP (yeast),GUE,2,0.7007564296520423,0.6915827092056377,0.3840804168613712,500,3.0
NT 500M 1000G,H3K36me3,EMP (yeast),GUE,2,0.7339449541284404,0.7291519396782555,0.4588747440554124,500,3.0
NT 500M 1000G,H3K4me1,EMP (yeast),GUE,2,0.6957070707070707,0.684385975355676,0.3818920136136899,500,3.0
NT 500M 1000G,H3K4me2,EMP (yeast),GUE,2,0.6709025741283806,0.654173494634021,0.3119023528826375,500,3.0
NT 500M 1000G,H3K4me3,EMP (yeast),GUE,2,0.6364130434782609,0.636165443401937,0.2737321671478885,500,3.0
NT 500M 1000G,H3K79me3,EMP (yeast),GUE,2,0.8002773925104022,0.7989538528568143,0.5987547366079724,500,3.0
NT 500M 1000G,H3K9ac,EMP (yeast),GUE,2,0.7437927311982727,0.7429512728708837,0.4892809354004813,500,3.0
NT 500M 1000G,H4,EMP (yeast),GUE,2,0.8884325804243669,0.8870088369610343,0.7740253337404863,500,3.0
NT 500M 1000G,H4ac,EMP (yeast),GUE,2,0.6803519061583577,0.6776881720430108,0.35633319788233603,500,3.0
NT 500M 1000G,prom_300_all,Regulatory (human),GUE,2,0.9380067567567567,0.9380066134762969,0.8760646703592453,300,4.0
